material_number,fiscal_month,pcf_amt,pcf_units
DRCP25-126PAA-G003,2024M9,0,0
DRCP25-86PAA-G003,2024M9,2954,80
DRCP25-86PAA-G005,2024M9,108576,10204
DRCP25-86PBB-GC03,2024M9,6287,117
DRCP25-86PBB-GC05,2024M9,94629,9443
DRCP25-86PCC-GC05,2024M9,78388,7798
DT04-08PA,2024M9,171949,160208
DT04-08PA-C015,2024M9,52456,35979
DT04-08PA-CE01,2024M9,30814,23325
DT04-08PA-CE02,2024M9,39264,27830
DT04-08PA-CE03,2024M9,28817,23718
DT04-08PA-CE04,2024M9,1308,492
DT04-08PA-CE09,2024M9,14777,6265
DT04-08PA-E003,2024M9,7737,5174
DT04-08PA-E004,2024M9,9693,7639
DT04-08PA-E005,2024M9,42186,42064
DT04-08PA-E008,2024M9,13961,8605
DT04-08PA-EP04,2024M9,5181,2716
DT04-08PA-P004,2024M9,2129,1859
DT04-08PA-P021,2024M9,19009,2997
DT04-08PA-P026,2024M9,10538,2184
DT04-08PA-P028,2024M9,14,1
DT04-08PB,2024M9,9420,5788
DT04-08PB-C015,2024M9,2530,1445
DT04-08PB-CE01,2024M9,9997,6545
DT04-08PB-E003,2024M9,667,291
DT04-08PB-P021,2024M9,28701,6068
DT04-08PB-P026,2024M9,14469,2740
DT04-08PB-P028,2024M9,12456,2974
DT04-08PC,2024M9,2690,1715
DT04-08PC-C015,2024M9,674,347
DT04-08PC-CE01,2024M9,0,0
DT04-08PC-E003,2024M9,565,423
DT04-12PA,2024M9,200556,138398
DT04-12PA-B016,2024M9,15822,11036
DT04-12PA-BE02,2024M9,12907,5291
DT04-12PA-BE03,2024M9,74700,48979
DT04-12PA-BE04,2024M9,24300,13161
DT04-12PA-C015,2024M9,36729,22072
DT04-12PA-CE01,2024M9,13165,6366
DT04-12PA-CE02,2024M9,49533,26270
DT04-12PA-CE03,2024M9,37129,22753
DT04-12PA-CE04,2024M9,7672,3081
DT04-12PA-CE07,2024M9,79708,48268
DT04-12PA-CE08,2024M9,9134,6012
DT04-12PA-CE09,2024M9,9696,2973
DT04-12PA-E004,2024M9,19682,10372
DT04-12PA-E005,2024M9,4931,2590
DT04-12PA-EP04,2024M9,135,28
DT04-12PA-P004,2024M9,3174,2168
DT04-12PA-P016,2024M9,7074,783
DT04-12PA-P021,2024M9,37999,6455
DT04-12PA-P026,2024M9,45190,8142
DT04-12PA-P027,2024M9,4345,339
DT04-12PA-P030,2024M9,8083,1374
DT04-12PA-P031,2024M9,8936,831
DT04-12PA-P075,2024M9,20036,3501
DT04-12PB,2024M9,20669,10607
DT04-12PB-B016,2024M9,7175,3506
DT04-12PB-BE02,2024M9,16657,10530
DT04-12PB-C015,2024M9,19876,9642
DT04-12PB-CE01,2024M9,500,213
DT04-12PB-CE07,2024M9,38632,20318
DT04-12PB-CE08,2024M9,318,114
DT04-12PB-P016,2024M9,17208,2029
DT04-12PB-P021,2024M9,44694,7832
DT04-12PB-P026,2024M9,20227,3576
DT04-12PB-P027,2024M9,69234,8113
DT04-12PB-P030,2024M9,5835,823
DT04-12PB-P031,2024M9,13,1
DT04-12PC,2024M9,5022,2551
DT04-12PC-B016,2024M9,4797,2024
DT04-12PC-BE02,2024M9,5666,3374
DT04-12PC-C015,2024M9,2721,1300
DT04-12PC-CE01,2024M9,100,42
DT04-12PC-CE07,2024M9,5788,2710
DT04-12PD,2024M9,2663,1212
DT04-12PD-B016,2024M9,2496,1059
DT04-12PD-C015,2024M9,318,109
DT04-12PD-CE07,2024M9,19448,8128
DT04-2P,2024M9,276952,1142494
DT04-2P-C015,2024M9,38689,159170
DT04-2P-CE01,2024M9,29537,74289
DT04-2P-CE02,2024M9,54702,192038
DT04-2P-CE03,2024M9,106648,336821
DT04-2P-CE04,2024M9,8839,13114
DT04-2P-CE09,2024M9,31651,50709
DT04-2P-E003,2024M9,19491,36895
DT04-2P-E004,2024M9,51407,198116
DT04-2P-E005,2024M9,150478,471830
DT04-2P-E008,2024M9,18379,27257
DT04-2P-N006,2024M9,83064,15979
DT04-2P-RT01,2024M9,142655,53204
DT04-2P-RT02,2024M9,154890,36101
DT04-2P-RT06,2024M9,5069,1638
DT04-2P-RT21,2024M9,10051,2172
DT04-2P-RT22,2024M9,1853,505
DT04-2P-RT25,2024M9,4906,705
DT04-2P-RT26,2024M9,0,0
DT04-3P,2024M9,123583,312750
DT04-3P-C015,2024M9,25274,58484
DT04-3P-C017,2024M9,2435,1691
DT04-3P-CE01,2024M9,5915,9113
DT04-3P-CE02,2024M9,25779,64531
DT04-3P-CE03,2024M9,84407,161460
DT04-3P-CE04,2024M9,14286,21307
DT04-3P-CE09,2024M9,21900,21235
DT04-3P-E004,2024M9,31089,78342
DT04-3P-E005,2024M9,86344,183535
DT04-3P-E008,2024M9,37484,45713
DT04-3P-EE01,2024M9,17922,20617
DT04-3P-EP04,2024M9,0,0
DT04-3P-P004,2024M9,1499,3868
DT04-3P-P007,2024M9,242192,40700
DT04-4P,2024M9,159099,321852
DT04-4P-B033,2024M9,7212,2888
DT04-4P-C015,2024M9,38089,71688
DT04-4P-C017,2024M9,4983,3015
DT04-4P-CE01,2024M9,11451,15582
DT04-4P-CE02,2024M9,48432,84255
DT04-4P-CE03,2024M9,81203,126440
DT04-4P-CE04,2024M9,21190,12013
DT04-4P-CE09,2024M9,44146,30491
DT04-4P-E003,2024M9,13119,16590
DT04-4P-E004,2024M9,60095,116829
DT04-4P-E005,2024M9,87454,148331
DT04-4P-E008,2024M9,20413,11209
DT04-4P-EP04,2024M9,1544,1563
DT04-4P-EP13,2024M9,40354,10782
DT04-4P-P004,2024M9,631,926
DT04-4P-P021,2024M9,9041,1761
DT04-4P-RT01,2024M9,82134,9779
DT04-4P-RT03,2024M9,69494,6357
DT04-6P,2024M9,166946,233114
DT04-6P-C015,2024M9,32579,43140
DT04-6P-CE01,2024M9,4568,4186
DT04-6P-CE02,2024M9,65119,91023
DT04-6P-CE03,2024M9,101213,112496
DT04-6P-CE09,2024M9,34031,16538
DT04-6P-E004,2024M9,57380,68750
DT04-6P-E005,2024M9,88484,111130
DT04-6P-E008,2024M9,8249,2496
DT04-6P-EP13,2024M9,48853,12781
DT04-6P-EP14,2024M9,57305,13289
DT04-6P-P004,2024M9,3744,4811
DT04-6P-P021,2024M9,11001,2365
DT06-08SA,2024M9,155578,121496
DT06-08SA-C015,2024M9,64558,40127
DT06-08SA-CE04,2024M9,1581,639
DT06-08SA-CE05,2024M9,51992,39082
DT06-08SA-CE06,2024M9,22324,17081
DT06-08SA-CE10,2024M9,60161,37073
DT06-08SA-CE11,2024M9,76136,38049
DT06-08SA-CE12,2024M9,28142,8228
DT06-08SA-CE13,2024M9,16698,6380
DT06-08SA-E003,2024M9,5727,3792
DT06-08SA-E008,2024M9,34347,23493
DT06-08SA-EP04,2024M9,800,563
DT06-08SA-EP06,2024M9,11518,6552
DT06-08SA-EP07,2024M9,2560,1918
DT06-08SA-EP08,2024M9,44216,40095
DT06-08SA-P004,2024M9,4412,3984
DT06-08SA-P012,2024M9,44695,41952
DT06-08SB,2024M9,9819,5342
DT06-08SB-C015,2024M9,6610,2806
DT06-08SB-CE01,2024M9,718,308
DT06-08SB-CE05,2024M9,15786,9204
DT06-08SB-CE06,2024M9,7988,3549
DT06-08SB-EP06,2024M9,2600,1419
DT06-08SB-P012,2024M9,6720,4221
DT06-08SC,2024M9,856,412
DT06-08SC-CE01,2024M9,146,50
DT06-08SC-CE05,2024M9,1136,661
DT06-08SC-EP06,2024M9,224,96
DT06-08SD,2024M9,657,283
DT06-08SD-CE05,2024M9,27,9
DT06-12S-B031,2024M9,13844,7440
DT06-12SA,2024M9,230059,151087
DT06-12SA-B016,2024M9,27504,13759
DT06-12SA-C015,2024M9,83335,39237
DT06-12SA-C017,2024M9,7976,2453
DT06-12SA-CE01,2024M9,14973,6103
DT06-12SA-CE02,2024M9,6962,3329
DT06-12SA-CE04,2024M9,744,197
DT06-12SA-CE05,2024M9,100575,60147
DT06-12SA-CE06,2024M9,61409,33897
DT06-12SA-CE10,2024M9,68893,37713
DT06-12SA-CE11,2024M9,77509,42986
DT06-12SA-CE12,2024M9,9749,3164
DT06-12SA-CE13,2024M9,14707,4813
DT06-12SA-E003,2024M9,3906,1458
DT06-12SA-E008,2024M9,26504,10033
DT06-12SA-EP04,2024M9,1513,566
DT06-12SA-EP06,2024M9,19630,9245
DT06-12SA-EP07,2024M9,7445,3336
DT06-12SA-EP08,2024M9,140134,92002
DT06-12SA-EP20,2024M9,1088,325
DT06-12SA-P004,2024M9,2364,1330
DT06-12SA-P012,2024M9,68427,41648
DT06-12SB,2024M9,69167,34041
DT06-12SB-B016,2024M9,13509,5524
DT06-12SB-C015,2024M9,12621,5727
DT06-12SB-C017,2024M9,7586,1350
DT06-12SB-CE01,2024M9,731,285
DT06-12SB-CE05,2024M9,70168,34011
DT06-12SB-CE06,2024M9,21819,11726
DT06-12SB-CE13,2024M9,3096,826
DT06-12SB-EP06,2024M9,39099,23261
DT06-12SB-P012,2024M9,45994,23131
DT06-12SC,2024M9,15770,6621
DT06-12SC-B016,2024M9,6472,2538
DT06-12SC-C015,2024M9,2532,1211
DT06-12SC-CE04,2024M9,303,62
DT06-12SC-CE05,2024M9,11742,4504
DT06-12SC-CE06,2024M9,5174,2121
DT06-12SC-EP06,2024M9,18147,8364
DT06-12SC-P012,2024M9,22251,10517
DT06-12SD,2024M9,6446,2869
DT06-12SD-B016,2024M9,5710,2069
DT06-12SD-C015,2024M9,869,309
DT06-12SD-CE05,2024M9,12005,5747
DT06-12SD-CE06,2024M9,13111,6002
DT06-12SD-EP06,2024M9,10984,4109
DT06-12SD-P012,2024M9,10369,3825
DT06-2S,2024M9,452020,1445204
DT06-2S-C015,2024M9,109442,298752
DT06-2S-CE01,2024M9,73337,133357
DT06-2S-CE04,2024M9,21791,30506
DT06-2S-CE05,2024M9,464979,1262296
DT06-2S-CE06,2024M9,235845,891590
DT06-2S-CE13,2024M9,116580,136899
DT06-2S-E003,2024M9,16798,31291
DT06-2S-E004,2024M9,9245,23670
DT06-2S-E005,2024M9,13984,22411
DT06-2S-E008,2024M9,50493,69784
DT06-2S-EP04,2024M9,9605,19677
DT06-2S-EP06,2024M9,310533,1013229
DT06-2S-EP11,2024M9,10961,16846
DT06-2S-LC01,2024M9,43833,46817
DT06-2S-P004,2024M9,11798,40590
DT06-2S-P012,2024M9,117207,531587
DT06-3S,2024M9,152567,374727
DT06-3S-C015,2024M9,96804,211220
DT06-3S-C017,2024M9,3293,2983
DT06-3S-CE01,2024M9,22973,26877
DT06-3S-CE04,2024M9,25861,29124
DT06-3S-CE05,2024M9,127769,248836
DT06-3S-CE06,2024M9,66898,147943
DT06-3S-CE13,2024M9,41520,39998
DT06-3S-CL08,2024M9,6517,3301
DT06-3S-CP01,2024M9,4106,3457
DT06-3S-E004,2024M9,3247,4560
DT06-3S-E008,2024M9,106945,165928
DT06-3S-EP05,2024M9,50,28
DT06-3S-EP06,2024M9,93896,218027
DT06-3S-EP09,2024M9,46112,72888
DT06-3S-EP10,2024M9,28806,11600
DT06-3S-EP11,2024M9,23000,29055
DT06-3S-LC01,2024M9,8565,7920
DT06-3S-P012,2024M9,47510,125537
DT06-3S-PE01,2024M9,15825,7733
DT06-3S-PP01,2024M9,38874,14084
DT06-4S,2024M9,218056,378783
DT06-4S-C015,2024M9,78494,117425
DT06-4S-CE01,2024M9,26883,25307
DT06-4S-CE02,2024M9,10857,15704
DT06-4S-CE04,2024M9,9709,5044
DT06-4S-CE05,2024M9,135916,200611
DT06-4S-CE06,2024M9,108462,189201
DT06-4S-CE13,2024M9,85666,67158
DT06-4S-E003,2024M9,4971,3667
DT06-4S-E004,2024M9,4915,6138
DT06-4S-E005,2024M9,2000,1875
DT06-4S-E008,2024M9,29823,20637
DT06-4S-EP06,2024M9,143767,224799
DT06-4S-EP11,2024M9,9165,6650
DT06-4S-P012,2024M9,84267,173794
DT06-6S,2024M9,225989,283652
DT06-6S-C015,2024M9,56280,64555
DT06-6S-CE01,2024M9,16365,12942
DT06-6S-CE02,2024M9,5250,4259
DT06-6S-CE05,2024M9,128507,133233
DT06-6S-CE06,2024M9,156886,204207
DT06-6S-CE13,2024M9,37866,19187
DT06-6S-E004,2024M9,6610,10109
DT06-6S-E008,2024M9,13361,4247
DT06-6S-EP06,2024M9,87932,112329
DT06-6S-EP11,2024M9,15658,11160
DT06-6S-P004,2024M9,6224,6754
DT06-6S-P012,2024M9,106481,156096
DT13-08PA,2024M9,29664,7541
DT13-08PB,2024M9,3477,623
DT13-08PC,2024M9,153,28
DT13-08PD,2024M9,0,0
DT13-12PA,2024M9,51322,10629
DT13-12PA-B016,2024M9,5668,1016
DT13-12PA-G003,2024M9,2422,231
DT13-12PB,2024M9,13090,2891
DT13-12PB-B016,2024M9,5494,1085
DT13-12PC,2024M9,1658,463
DT13-12PC-B016,2024M9,6736,1410
DT13-12PD,2024M9,2014,325
DT13-12PD-B016,2024M9,227,58
DT13-2P,2024M9,4905,1701
DT13-48PABCD-R015,2024M9,118460,2972
DT13-4P,2024M9,20554,5763
DT13-6P,2024M9,82653,21189
DT15-08PA,2024M9,42558,12135
DT15-08PA-G003,2024M9,2237,300
DT15-08PD,2024M9,0,0
DT15-12PA,2024M9,75443,19955
DT15-12PA-B016,2024M9,4856,1178
DT15-12PA-B028,2024M9,11831,2994
DT15-12PA-G003,2024M9,1236,78
DT15-12PB,2024M9,13566,2659
DT15-12PB-B016,2024M9,1714,381
DT15-12PC,2024M9,10296,1970
DT15-12PC-B016,2024M9,2385,487
DT15-12PD,2024M9,7457,1625
DT15-2P,2024M9,7070,2316
DT15-2P-P010,2024M9,625,390
DT15-3P-R009,2024M9,20519,7000
DT15-4P,2024M9,26630,8929
DT15-6P,2024M9,56327,16731
DT15-6P-G003,2024M9,1468,143
DT15-6P-GP01,2024M9,3506,945
DTF13-12PA,2024M9,19165,4139
DTF13-12PA-G003,2024M9,1656,226
DTF13-12PB,2024M9,6251,1280
DTF13-12PC,2024M9,1007,172
DTF13-12PD,2024M9,4091,498
DTF13-2P,2024M9,4186,1583
DTF13-3P,2024M9,1452,366
DTF13-3P-1939,2024M9,0,0
DTF13-4P,2024M9,18987,6323
DTF13-4P-G003,2024M9,3189,644
DTF13-6P,2024M9,17830,4612
DTF13-6P-G003,2024M9,1617,213
DTF15-12PA,2024M9,42684,12969
DTF15-12PA-G003,2024M9,2830,409
DTF15-12PB,2024M9,21960,7057
DTF15-12PB-G003,2024M9,434,57
DTF15-12PC,2024M9,13386,4678
DTM04-08PA,2024M9,50408,36941
DTM04-08PA-E003,2024M9,745,456
DTM04-08PA-E005,2024M9,18058,16240
DTM04-08PA-EE04,2024M9,1178,668
DTM04-08PA-EE08,2024M9,0,0
DTM04-08PB,2024M9,11136,5642
DTM04-08PD,2024M9,418,161
DTM04-12PA,2024M9,150223,92213
DTM04-12PA-E003,2024M9,13293,6193
DTM04-12PA-L012,2024M9,8800,2312
DTM04-12PB,2024M9,27410,14307
DTM04-12PB-L012,2024M9,1781,335
DTM04-12PC,2024M9,3889,1505
DTM04-12PD,2024M9,10819,5423
DTM04-12PD-EE04,2024M9,988,734
DTM04-12PD-L012,2024M9,560,154
DTM04-2P-E003,2024M9,8330,12790
DTM04-2P-E005,2024M9,6798,6637
DTM04-2P-E007,2024M9,9742,8651
DTM04-2P-EE03,2024M9,1451,1638
DTM04-2P-EP10,2024M9,111647,56557
DTM04-2P-P006,2024M9,29998,12835
DTM04-2P-P007,2024M9,53204,9833
DTM04-3P,2024M9,82634,126566
DTM04-3P-E003,2024M9,5275,5587
DTM04-3P-E004,2024M9,10122,13811
DTM04-4P,2024M9,133764,163120
DTM04-4P-E003,2024M9,32155,26224
DTM04-4P-E004,2024M9,17503,18037
DTM04-4P-E005,2024M9,3740,2327
DTM04-6P-E003,2024M9,22877,13700
DTM04-6P-E005,2024M9,42367,25237
DTM06-08SA,2024M9,39321,49520
DTM06-08SA-E007,2024M9,1419,888
DTM06-08SA-EE04,2024M9,2910,2100
DTM06-08SA-EE08,2024M9,2768,1644
DTM06-08SB,2024M9,7410,5441
DTM06-08SC,2024M9,15,7
DTM06-12SA,2024M9,215941,187310
DTM06-12SA-E003,2024M9,3383,2406
DTM06-12SA-E007,2024M9,23857,14375
DTM06-12SB,2024M9,61247,50107
DTM06-12SB-E007,2024M9,8261,3949
DTM06-12SC,2024M9,17319,15098
DTM06-12SC-E007,2024M9,902,373
DTM06-12SD,2024M9,17620,13455
DTM06-12SD-EE04,2024M9,1437,1019
DTM06-2S,2024M9,78817,315136
DTM06-2S-E003,2024M9,4062,6597
DTM06-2S-E004,2024M9,23948,91179
DTM06-2S-E005,2024M9,6882,6840
DTM06-2S-E007,2024M9,20855,31308
DTM06-2S-EP10,2024M9,13335,6806
DTM06-2S-P006,2024M9,29534,16966
DTM06-3S,2024M9,56068,112044
DTM06-3S-C017,2024M9,1851,2400
DTM06-3S-E004,2024M9,9716,15943
DTM06-3S-E007,2024M9,17062,23382
DTM06-4S-E004,2024M9,11101,15392
DTM06-4S-E007,2024M9,5645,4983
DTM06-6S,2024M9,104677,147559
DTM06-6S-C017,2024M9,1791,1800
DTM06-6S-E004,2024M9,11688,14022
DTM06-6S-E005,2024M9,10332,8960
DTM06-6S-E007,2024M9,23565,20655
DTM06-6S-EE03,2024M9,1255,864
DTM06-6S-EE04,2024M9,3918,4813
DTM13-08PA-R004,2024M9,3020,312
DTM13-12PA,2024M9,41921,7613
DTM13-12PA-G003,2024M9,13412,1820
DTM13-12PA-GR01,2024M9,3989,307
DTM13-12PA-NP02,2024M9,861,125
DTM13-12PA-R008,2024M9,83607,11963
DTM13-12PB,2024M9,2712,364
DTM13-12PB-R008,2024M9,3651,345
DTM1312PA12PBGR01,2024M9,806,32
DTM1312PA12PBR008,2024M9,235563,23304
DTM1312PA12PCR008,2024M9,10825,912
DTM1312PC12PBR008,2024M9,9832,1132
DTM1312PC12PDR008,2024M9,43062,4684
DTM15-12PA,2024M9,53217,10903
DTM15-12PA-G003,2024M9,1333,158
DTM15-12PB,2024M9,14948,2599
DTMF15-48P,2024M9,37899,3605
DTMH06-2SA,2024M9,83143,229552
DTP04-2P-CE01,2024M9,0,0
DTP04-2P-CE02,2024M9,0,0
DTP04-2P-E003,2024M9,39104,20815
DTP04-2P-EE01,2024M9,3122,1379
DTP04-4P,2024M9,119842,61875
DTP04-4P-C015,2024M9,18663,15156
DTP04-4P-E003,2024M9,34705,19120
DTP04-4P-E004,2024M9,9163,3588
DTP06-2S-CE01,2024M9,2783,1196
DTP06-2S-E003,2024M9,41668,31576
DTP06-2S-EE01,2024M9,588,208
DTP06-4S-E003,2024M9,22547,14063
DTP06-4S-EE01,2024M9,5190,1731
DTP10-4P,2024M9,9001,1114
DTP13-4P,2024M9,27031,2751
DTP15-4P,2024M9,4500,440
HD10-9-96P-N005,2024M9,2805,463
HD34-18-14PE,2024M9,65058,8548
HD34-18-14PE-072,2024M9,8224,765
HD34-18-14PN,2024M9,67220,8251
HD34-18-14PN-059,2024M9,71497,4542
HD34-18-14PN-072,2024M9,1793,169
HD34-18-14PT,2024M9,129,9
HD34-18-14SE,2024M9,7848,885
HD34-18-14SE-059,2024M9,3501,191
HD34-18-14SN,2024M9,3150,283
HD34-18-20PN,2024M9,7199,664
HD34-18-20SN,2024M9,3763,392
HD34-18-21PN,2024M9,14976,1966
HD34-18-21SN,2024M9,7964,748
HD34-18-6PN,2024M9,5516,649
HD34-18-6SN,2024M9,231,22
HD34-18-8PE,2024M9,3558,342
HD34-18-8PN,2024M9,7726,886
HD34-18-8SE,2024M9,1022,90
HD34-18-8SN,2024M9,3367,404
HD34-24-14PE,2024M9,1032,114
HD34-24-14SN,2024M9,3697,393
HD34-24-16PE,2024M9,10192,1219
HD34-24-16PE-059,2024M9,1755,107
HD34-24-16PN,2024M9,5325,602
HD34-24-16SN,2024M9,578,64
HD34-24-16SN-059,2024M9,13,1
HD34-24-16SN-072,2024M9,762,60
HD34-24-16SN-L005,2024M9,49,5
HD34-24-19PE,2024M9,30533,3471
HD34-24-19PN,2024M9,2201,233
HD34-24-19PN-059,2024M9,1850,93
HD34-24-19SE-059,2024M9,965,55
HD34-24-19SN,2024M9,2441,257
HD34-24-21PE-059,2024M9,3124,186
HD34-24-21PN,2024M9,6899,832
HD34-24-21SE,2024M9,2498,238
HD34-24-21SE-059,2024M9,7269,316
HD34-24-21SN,2024M9,2203,220
HD34-24-23PE,2024M9,16720,1957
HD34-24-23PE-059,2024M9,1991,67
HD34-24-23PE-R010,2024M9,2326,256
HD34-24-23PN,2024M9,14481,1482
HD34-24-23PN-059,2024M9,15606,802
HD34-24-23SE,2024M9,11083,1222
HD34-24-23SE-059,2024M9,2494,103
HD34-24-23SN,2024M9,4487,499
HD34-24-23SN-059,2024M9,1314,66
HD34-24-23SN-072,2024M9,384,29
HD34-24-23ST,2024M9,4910,561
HD34-24-29PE,2024M9,9124,884
HD34-24-29SE,2024M9,3614,450
HD34-24-31PE,2024M9,49518,5626
HD34-24-31PE-059,2024M9,4781,297
HD34-24-31PE-L005,2024M9,222,15
HD34-24-31PT,2024M9,19835,2290
HD34-24-31PT-059,2024M9,10878,559
HD34-24-31PT-072,2024M9,456,38
HD34-24-31PT-B019,2024M9,50880,1479
HD34-24-31SE,2024M9,13574,1760
HD34-24-31SE-059,2024M9,2645,95
HD34-24-31ST,2024M9,7054,820
HD34-24-31ST-059,2024M9,1503,63
HD34-24-35PN,2024M9,1840,145
HD34-24-35SN,2024M9,5143,477
HD34-24-47PE,2024M9,113128,11264
HD34-24-47PE-059,2024M9,3723,114
HD34-24-47PE-072,2024M9,1406,102
HD34-24-47SE,2024M9,8084,762
HD34-24-91PE,2024M9,18139,2093
HD34-24-91PE-059,2024M9,2184,111
HD34-24-91PN,2024M9,9383,903
HD34-24-91PN-059,2024M9,3191,195
HD34-24-91PN-072,2024M9,2253,115
HD34-24-9PN,2024M9,17221,1823
HD36-18-14PE,2024M9,6922,742
HD36-18-14PE-059,2024M9,6623,242
HD36-18-14PN,2024M9,1349,122
HD36-18-14PN-059,2024M9,885,46
HD36-18-14SE,2024M9,27690,2843
HD36-18-14SE-059,2024M9,15126,877
HD36-18-14SE-072,2024M9,929,64
HD36-18-14SN,2024M9,23108,2111
HD36-18-14SN-059,2024M9,75653,4186
HD36-18-14SN-072,2024M9,62800,4831
HD36-18-20PN,2024M9,15279,1391
HD36-18-20SN,2024M9,2336,179
HD36-18-20SN-059,2024M9,7151,316
HD36-18-21PN,2024M9,6967,683
HD36-18-21SN,2024M9,6255,760
HD36-18-21SN-059,2024M9,7158,322
HD36-18-21SN-072,2024M9,0,0
HD36-18-6SN-C030,2024M9,1032,63
HD36-18-8PE,2024M9,749,73
HD36-18-8PN,2024M9,2423,277
HD36-18-8SN,2024M9,4467,352
HD36-18-8SN-059,2024M9,11402,575
HD36-18-8SN-072,2024M9,49,4
HD36-24-14SE,2024M9,1102,124
HD36-24-14SN,2024M9,16,1
HD36-24-14SN-059,2024M9,320,16
HD36-24-16PN,2024M9,2009,146
HD36-24-16PN-059,2024M9,1543,61
HD36-24-16SE,2024M9,640,67
HD36-24-16SE-072,2024M9,0,0
HD36-24-16SN,2024M9,7226,738
HD36-24-16SN-059,2024M9,4303,211
HD36-24-18PE,2024M9,0,0
HD36-24-18PN,2024M9,3015,310
HD36-24-18SN,2024M9,2535,210
HD36-24-19PE-059,2024M9,657,28
HD36-24-19SE,2024M9,333,23
HD36-24-19SE-072,2024M9,42146,4009
HD36-24-19SN,2024M9,2456,242
HD36-24-19SN-059,2024M9,3770,170
HD36-24-21PE,2024M9,1500,124
HD36-24-21PE-059,2024M9,6667,298
HD36-24-21PE-072,2024M9,29,2
HD36-24-21PN-059,2024M9,1982,64
HD36-24-21SE,2024M9,1172,110
HD36-24-21SE-059,2024M9,4986,218
HD36-24-21SN,2024M9,3673,406
HD36-24-21SN-059,2024M9,4284,210
HD36-24-21SN-072,2024M9,2715,238
HD36-24-23PE,2024M9,2168,135
HD36-24-23PE-059,2024M9,3260,107
HD36-24-23PE-072,2024M9,573,26
HD36-24-23PE-L006,2024M9,796,35
HD36-24-23PN,2024M9,7186,699
HD36-24-23PN-072,2024M9,4187,277
HD36-24-23SE,2024M9,17863,1873
HD36-24-23SE-059,2024M9,4873,199
HD36-24-23SE-L005,2024M9,33,2
HD36-24-23SN,2024M9,6016,590
HD36-24-23SN-059,2024M9,12720,675
HD36-24-23SN-072,2024M9,2874,261
HD36-24-29PE,2024M9,6353,480
HD36-24-29SE,2024M9,8991,847
HD36-24-29SE-059,2024M9,3760,210
HD36-24-29SE-L005,2024M9,8,0
HD36-24-31PE,2024M9,17609,1896
HD36-24-31PE-059,2024M9,4435,159
HD36-24-31PE-072,2024M9,4669,174
HD36-24-31PT,2024M9,7221,561
HD36-24-31PT-059,2024M9,4224,177
HD36-24-31PT-072,2024M9,131,9
HD36-24-31SE,2024M9,25877,2243
HD36-24-31SE-059,2024M9,41301,1788
HD36-24-31SE-072,2024M9,2600,107
HD36-24-31SE-B019,2024M9,16650,839
HD36-24-31SE-L005,2024M9,8354,330
HD36-24-31ST,2024M9,18669,1809
HD36-24-31ST-059,2024M9,21215,855
HD36-24-31ST-072,2024M9,1132,81
HD36-24-31ST-B019,2024M9,13223,467
HD36-24-31ST-L006,2024M9,167,5
HD36-24-33PN,2024M9,18,1
HD36-24-33PN-059,2024M9,0,0
HD36-24-33SN,2024M9,607,53
HD36-24-33SN-059,2024M9,400,17
HD36-24-35PN,2024M9,1756,139
HD36-24-35PN-059,2024M9,1302,52
HD36-24-47PE,2024M9,9178,836
HD36-24-47SE,2024M9,80238,9151
HD36-24-47SE-059,2024M9,8911,373
HD36-24-47SE-072,2024M9,2645,125
HD36-24-47SE-L005,2024M9,13639,461
HD36-24-91SN,2024M9,296,18
HD36-24-91SN-059,2024M9,12496,648
HD36-24-9PN-059,2024M9,166,8
HD36-24-9SN,2024M9,14527,1471
HDB36-18-14PE-059,2024M9,2071,80
HDB36-18-14SN,2024M9,161,10
HDB36-24-18PN-059,2024M9,1511,45
HDB36-24-31SE-059,2024M9,15668,472
HDB36-24-91SE-059,2024M9,40212,1674
HDB36-24-91SN-059,2024M9,41390,1838
HDP24-18-14PE,2024M9,75151,13778
HDP24-18-14PE-L017,2024M9,12488,1553
HDP24-18-14PN,2024M9,23984,3995
HDP24-18-14PN-L017,2024M9,778,64
HDP24-18-14SE,2024M9,13688,2306
HDP24-18-14SE-L017,2024M9,77544,22527
HDP24-18-14SN,2024M9,10048,1646
HDP24-18-20PE,2024M9,6119,964
HDP24-18-20PE-L017,2024M9,6608,676
HDP24-18-20PN,2024M9,25744,4662
HDP24-18-20SN,2024M9,4224,696
HDP24-18-21PN,2024M9,36440,5692
HDP24-18-21PN-L017,2024M9,3596,435
HDP24-18-21SN,2024M9,4352,761
HDP24-18-21SN-L017,2024M9,1213,89
HDP24-18-6PN,2024M9,22616,3691
HDP24-18-6PN-C030,2024M9,21221,3257
HDP24-18-6PN-L017,2024M9,12260,1619
HDP24-18-8PE,2024M9,6704,985
HDP24-18-8PE-L017,2024M9,3335,454
HDP24-18-8PN,2024M9,6528,1079
HDP24-18-8SE,2024M9,1594,212
HDP24-18-8SN,2024M9,10092,1729
HDP24-24-14PE,2024M9,132,17
HDP24-24-14PN,2024M9,4310,568
HDP24-24-14SN,2024M9,6951,1052
HDP24-24-14SN-L017,2024M9,640,127
HDP24-24-16PE,2024M9,25238,3795
HDP24-24-16PE-L017,2024M9,16099,1979
HDP24-24-16PN,2024M9,7925,1107
HDP24-24-16PN-L017,2024M9,511,45
HDP24-24-16SE,2024M9,5255,849
